,Well_ID,"X, m","Y, m","Depth, m","Porosity, fraction","Permeability, mD","Acoustic Impedance, kg*s/m^2",Rock facies,"Density, g/cm3","Compressible velocity, m/s","Youngs modulus, GPa","Shear velocity, m/s","Shear modulus, GPa",Vclay
467,Well_no_24,4525,7625,3053.65,0.0704,34.927792418033796,7865890.5260000015,Sandy shale,3.2558417186726807,2470.7710536473955,18.119628315060265,1851.9577473581403,8.829514099854531,0.6667
468,Well_no_24,4525,7625,3054.15,0.13458,76.76515123409814,7138237.624,Shaly sandstone,2.138033667905023,3350.055017390217,20.074611561061506,1714.1821546941258,8.247214483765724,0.3333
469,Well_no_24,4525,7625,3054.65,0.12977,90.15132948749714,7219513.168,Shaly sandstone,1.6653046811907382,3682.847094899837,30.47591707501134,1639.3296032701885,4.374854396920541,0.3333
470,Well_no_24,4525,7625,3055.15,0.1342,90.83570688894116,7295763.451,Sandstone,2.286658024116051,3474.8707855338,22.51083704365394,1729.5648724956582,5.356564617022075,0.0
471,Well_no_24,4525,7625,3055.65,0.14365,118.97565618572665,7195236.208,Sandstone,1.866789931436405,3344.839741418819,20.885557819217,1850.4608129117273,6.392271828095598,0.0
472,Well_no_24,4525,7625,3056.15,0.14719,126.67258569086928,7261904.435706038,Sandstone,2.0435086715378383,3166.10995151379,28.843995302743,1586.1721724960537,5.334317432756507,0.0
473,Well_no_24,4525,7625,3056.65,0.06808,11.973271991958102,7718277.626,Sandy shale,2.6788376745794578,3149.305996764529,22.85566223821051,1801.7660613124103,8.696473990544126,0.6667
474,Well_no_24,4525,7625,3057.15,0.0712,25.36924405787389,7573296.377,Sandy shale,2.9150720543695567,3241.573172070479,19.075613093214933,1685.9217806494028,6.674472270929616,0.6667
475,Well_no_24,4525,7625,3057.65,0.11509,54.27006565837664,7842050.529,Shaly sandstone,1.8277681540085369,3759.291592210476,32.891068681182496,1631.676514680912,6.2811449503180325,0.3333
476,Well_no_24,4525,7625,3058.15,0.11792,53.661349717050925,7494441.103999997,Shaly sandstone,2.268978865839665,3267.376678857999,20.67274332582255,1579.874159579314,5.00914635484999,0.3333
477,Well_no_24,4525,7625,3058.65,,84.63206691128265,7376973.615,Shaly sandstone,1.6340837169662563,4076.936420232889,29.690996992766237,1872.4933891710227,5.6973901875685975,0.3333
478,Well_no_24,4525,7625,3059.15,0.07269,27.795414361718176,7282413.246,Sandy shale,2.712007747311598,2889.9451535336198,18.29694294655064,1777.2897656641464,8.566578638886355,0.6667
479,Well_no_24,4525,7625,3059.65,,,7536288.829,Sandy shale,2.981872839736753,2643.042547811502,15.36254394510809,1712.082498116591,8.740544628894135,0.6667
480,Well_no_25,3025,1375,3054.04,0.15808,167.6478102895138,7251552.554,Sandstone,1.8042658868859447,4211.169083311259,26.47251064349825,1637.1708469722555,4.82027481345347,0.0
481,Well_no_25,3025,1375,3054.54,,,7859357.246,Shale,1.9802804857384568,4019.80655449132,31.391487261573783,1701.6685534832184,9.072461994799012,1.0
482,Well_no_25,3025,1375,3055.04,0.05673,47.846792476841955,7625008.917,Shale,1.955073840895156,4014.456702417579,31.50770142319125,1507.055081018351,6.502772699354594,1.0
483,Well_no_25,3025,1375,3055.54,0.11049,43.546672305109986,7266201.927999997,Shaly sandstone,1.8655669988950438,4041.929878038799,30.478135836928725,1661.039590526242,6.461896156639229,0.3333
484,Well_no_25,3025,1375,3056.04,,,7266666.106000002,Shaly sandstone,2.1992997416715734,3251.1852623028167,25.59775613164136,1753.5586871421935,6.2446697173689385,0.3333
485,Well_no_25,3025,1375,3056.54,0.13314,57.42176696940059,7412531.695,Shaly sandstone,2.0819875658218017,3355.9760323894843,28.38345871077032,1570.6986402997695,4.286562163290652,0.3333
486,Well_no_25,3025,1375,3057.04,0.06261,45.86304325788633,8003284.259,Shale,1.895166167025266,4231.673643167651,32.99909691891431,1486.385550725514,6.551497943446326,1.0
487,Well_no_25,3025,1375,3057.54,0.11987,55.46518304856795,7402329.859496535,Shaly sandstone,1.9803910761589951,3664.836009874519,31.93129956175829,1564.8938713152108,4.962061438586433,0.3333
488,Well_no_25,3025,1375,3058.04,0.12542,62.40151676664724,7452464.253,Shaly sandstone,1.7300256423906308,4652.701331692623,37.45095444672288,1628.0123783441743,3.991571235637735,0.3333
489,Well_no_25,3025,1375,3058.54,0.12176,59.26867330037189,7366127.74,Shaly sandstone,,4081.2849892004183,,1761.1249715814602,4.757833037680945,0.3333
490,Well_no_25,3025,1375,3059.04,0.13546,82.02448311148596,7292583.405848507,Shaly sandstone,1.7756495843063975,3781.4010229772575,30.85464412502017,1654.9290147132022,3.981451558491323,0.3333
491,Well_no_25,3025,1375,3059.54,0.13316,53.20661559131953,7145909.52,Shaly sandstone,1.6009099892624468,4446.58012224171,34.7382795775777,1792.2200854909008,5.734060723096971,0.3333
493,Well_no_25,3025,1375,3060.54,0.05546,56.276454242620225,7833695.0929999985,Shale,1.5953334412334017,4679.018551113932,40.926986989698094,1658.3424833443826,4.387326165010022,1.0
494,Well_no_25,3025,1375,3061.04,0.12375,48.029455406486804,7448981.48,Shaly sandstone,1.6871180998423372,4792.18294874117,29.997015878232563,1850.227595161913,5.523984491402737,0.3333
495,Well_no_25,3025,1375,3061.54,0.1247,60.67808659688517,7183224.406,Shaly sandstone,1.997723076497446,3676.7952668614553,27.006865542024908,1818.208789736477,5.69993171534134,0.3333
496,Well_no_25,3025,1375,3062.04,0.12829,66.51060134190416,7101928.665,Shaly sandstone,1.5908115015473758,4692.740426867094,32.033829962076744,1563.2576309185422,4.298181150637772,0.3333
497,Well_no_25,3025,1375,3062.54,0.13251,96.41722258219376,7495783.444,Shaly sandstone,1.856249470854942,4440.4705895397465,27.37630213684143,1676.1459357054205,3.382724978643893,0.3333
498,Well_no_25,3025,1375,3063.04,0.13769,57.821740876313974,7738001.853999997,Shaly sandstone,1.7350670272065785,4533.58553215757,35.66152278060765,1802.8388811282755,4.446797827414902,0.3333
499,Well_no_25,3025,1375,3063.54,0.14602,116.32174086072708,7110734.118,Shaly sandstone,2.1109516897505265,3635.293442649512,29.496651300756078,1631.840670366979,6.0265208307108615,0.3333
500,Well_no_26,6625,5725,3047.89,0.1488799999999999,144.7198610180453,7262622.227999999,Sandstone,1.8407699455919289,3759.229278874472,26.01340149970018,1823.5781040338115,3.1734510625533967,0.0
501,Well_no_26,6625,5725,3048.39,,,7047711.944,Sandstone,1.9420158664076563,3507.4682333624096,29.94179260131925,1548.242999576074,3.5140744481109447,0.0
502,Well_no_26,6625,5725,3048.89,,,7016247.679,Sandstone,1.6921611623931736,3746.085891884972,26.734516535815267,1689.0862982865583,6.285424412837372,0.0
503,Well_no_26,6625,5725,3049.39,0.1618,164.64906007855834,7322397.622,Sandstone,2.430606745626849,3143.9150498160643,24.024607668559266,1660.4905005407604,6.890367465910468,0.0
504,Well_no_26,6625,5725,3049.89,,,7124252.923,Sandstone,2.5872989012800884,3368.663428067586,29.360391845200528,1653.7224388878174,,0.0
505,Well_no_26,6625,5725,3050.39,,273.4876221470368,7017507.195,Sandstone,2.4334584047327352,2965.442515378357,21.39946651827247,1681.0390025159604,7.109394355802356,0.0
506,Well_no_26,6625,5725,3050.89,0.07,25.45760509894575,7711471.821,Sandy shale,2.833512490768499,2577.2898003886858,18.821387732448333,1669.6707441659032,6.8387955483679415,0.6667
507,Well_no_26,6625,5725,3051.39,0.10772,40.06457774408559,7682171.766,Shaly sandstone,1.5408791457198707,5305.271995129254,39.65833801886414,1678.3667846738415,3.52650652432686,0.3333
508,Well_no_26,6625,5725,3051.89,,35.756209545819075,7842369.931,Sandy shale,2.78659047636375,3508.183472640928,23.57984071861683,1743.8388507935786,9.031571985124764,0.6667
509,Well_no_26,6625,5725,3052.39,0.07234,44.07662819589514,7878578.21,Sandy shale,3.2943356886800217,2367.6768041030964,20.23889735782571,1608.5256208301792,9.736925032268983,0.6667
510,Well_no_26,6625,5725,3052.89,0.14119,104.70752770370196,7361477.958,Sandstone,1.6604182295865872,4459.212549194116,33.01671340599156,1641.8702993167367,4.476052649854848,0.0
511,Well_no_26,6625,5725,3053.39,0.14401,113.89708350629165,7261059.821,Sandstone,1.8282885567786944,3900.862245275454,28.03229982155501,1575.9834227383628,6.431730373616804,0.0
512,Well_no_26,6625,5725,3053.89,0.14809,126.3721904715205,7160289.147000001,Sandstone,2.096027048849752,3285.374210808079,23.67517335543507,1714.695186195357,6.262627461786607,0.0
513,Well_no_26,6625,5725,3054.39,0.14802,103.4900737364438,7227369.837999999,Sandstone,1.974366926504404,3419.288354358785,28.81417114637056,1743.2650331790271,6.809785902045518,0.0
514,Well_no_26,6625,5725,3054.89,0.15075,,6967474.005,Sandstone,1.3781144258103737,4439.576304974498,27.162411758037127,1640.1776936101928,,0.0
515,Well_no_26,6625,5725,3055.39,0.14928,137.16003434808752,6904969.496,Sandstone,1.7089434266535228,4533.54143933886,27.007972456750327,1601.3209418036497,4.382121881546098,0.0
516,Well_no_26,6625,5725,3055.89,0.14794,140.742806487554,7286779.982999999,Sandstone,1.6516297983192336,4318.365630072594,28.723922952197714,1660.2843211636496,4.552790255540302,0.0
517,Well_no_26,6625,5725,3056.39,0.1536,,7351200.597999997,Sandstone,2.2989386999876604,2861.0358905481926,26.914200249084967,,,0.0
518,Well_no_26,6625,5725,3056.89,0.16243,177.29383379490022,7127220.937000001,Sandstone,2.1692163855526445,3007.572403016873,19.621628939847362,1724.4507561008447,5.223406054559297,0.0
519,Well_no_26,6625,5725,3057.39,,,7054924.839,Sandstone,1.616706545496367,4216.518845507669,32.729547193638936,1557.673594670698,3.922691121060412,0.0
520,Well_no_27,2425,4775,3049.25,0.11557,44.311638533516934,7231949.577,Shaly sandstone,2.0827381359042585,3101.234745771963,25.07950660592781,1755.3420225180234,6.67574326579666,0.3333
521,Well_no_27,2425,4775,3049.75,0.05106,49.28479171754297,7641312.965,Shale,1.7394229632385723,4187.296581823925,30.49809018888656,1870.9723874218948,4.244673761783951,1.0
522,Well_no_27,2425,4775,3050.25,0.05341,62.848138587906895,8053013.687000001,Shale,1.7476788347952383,4210.24488574742,40.97882016731057,1763.3766347606152,4.184812060332839,1.0
523,Well_no_27,2425,4775,3050.75,0.11698,49.21247880893018,7168586.486000001,Shaly sandstone,1.6718592419399751,3982.0745516971215,33.43893566483095,1721.7165494901803,5.862005083145441,0.3333
524,Well_no_27,2425,4775,3051.25,0.12089,39.153770770198,7588703.417,Shaly sandstone,1.8863688109237613,3838.4393789440896,27.793035327799537,1773.3296081082383,4.0306836055951445,0.3333
525,Well_no_27,2425,4775,3051.75,0.12406,53.60444961924649,7536146.977999999,Shaly sandstone,2.1397031613802566,3467.4603876998844,27.154508095511783,1674.58646907021,6.000240856036844,0.3333
526,Well_no_27,2425,4775,3052.25,0.12671,43.64078975259029,7303865.305,Shale,1.5072562801608491,4878.6305986910875,35.874261766824176,1594.9604550940396,4.724529767565363,1.0
527,Well_no_27,2425,4775,3052.75,0.1302299999999999,79.67877121785419,7184167.916,Shaly sandstone,1.6515753974523972,3912.642458650787,30.572114054452648,1638.048945304366,2.6594426452726245,0.3333
528,Well_no_27,2425,4775,3053.25,0.14038,81.9699462020473,7078470.442000003,Shaly sandstone,1.6645453924075009,4011.037971215245,32.24889071034953,1659.415799881862,4.674412418439157,0.3333
529,Well_no_27,2425,4775,3053.75,0.14453,117.11359826274287,7327728.911,Shaly sandstone,1.819983399484328,4035.4191046169813,29.63771504395252,1565.2786678775483,4.769230774050595,0.3333
530,Well_no_27,2425,4775,3054.25,0.05834,59.56111280221988,7878356.946,Shale,1.5077459715380757,5289.387513019831,42.183144244594615,1638.5845513978588,3.6612583201443134,1.0
531,Well_no_27,2425,4775,3054.75,0.0573,62.082666960177306,7790423.418,Shale,1.9642788362922594,4290.61250108532,36.16110766256635,1716.885620560679,5.010515478671982,1.0
532,Well_no_27,2425,4775,3055.25,0.10752,53.51130287346604,7193221.746,Shaly sandstone,1.696012886904837,4013.134371918669,31.27364592720351,1753.3327406655224,5.2891884228773325,0.3333
533,Well_no_27,2425,4775,3055.75,0.11188,49.52694185048497,7564290.797999999,Shaly sandstone,1.7415854192182363,3669.334914775458,23.44873868124327,1719.395391781842,6.164629313107964,0.3333
534,Well_no_27,2425,4775,3056.25,0.12042,52.09154261264695,7190866.339,Shaly sandstone,2.0244870590857635,3439.939947119841,23.956133624900545,1595.4629966418595,6.083767670038808,0.3333
535,Well_no_27,2425,4775,3056.75,0.06455,57.83876667897586,7928287.323,Shale,1.4767952260292818,5416.122279439955,44.33568097828703,1549.189329177501,5.181753945567173,1.0
536,Well_no_27,2425,4775,3057.25,0.1294,60.63564199905797,7560980.469,Shaly sandstone,2.1934303776117923,2781.58785043207,26.218574314737957,1618.800794700938,4.518855248410625,0.3333
537,Well_no_27,2425,4775,3057.75,0.12555,71.55742815520735,7254798.134,Shaly sandstone,1.862425973999136,4382.758441895217,27.514128406134795,1680.024594151378,5.642378851556794,0.3333
538,Well_no_27,2425,4775,3058.25,0.13329,49.04876755128201,7530730.746,Shaly sandstone,1.6112529110489844,4771.259420497935,38.3854194039029,1795.0128370182474,2.7236974689316584,0.3333
539,Well_no_27,2425,4775,3058.75,0.13712,55.53916211291845,7264512.227000001,Shaly sandstone,2.0307745919470768,3607.36202331276,25.76992377376565,1850.8986467500192,6.957079992175523,0.3333
540,Well_no_28,3875,6675,3047.59,0.14159,109.31636956184634,7285738.5260000015,Sandstone,2.4329211266848576,2406.365823581929,19.055077424884765,1599.5550057913472,6.2248141314831535,0.0
541,Well_no_28,3875,6675,3048.09,,,7191328.72,Sandstone,2.421462769719468,2783.8437336160314,25.34037321038629,1584.0769549951556,5.267656533069284,0.0
542,Well_no_28,3875,6675,3048.59,,177.36978339588902,7009591.498,Sandstone,2.0882917380102173,3483.858892567781,21.845963945311727,1684.995692895851,5.929099798459469,0.0
543,Well_no_28,3875,6675,3049.09,0.15455,136.85632217234942,7117747.581,Sandstone,1.9286687575395816,4321.072261440562,25.78744919944609,1701.6138122078232,6.401876713258545,0.0
544,Well_no_28,3875,6675,3049.59,0.15703,32.43210327193059,7184080.332,Shale,1.5464537438187524,4453.665800835335,36.96032028258565,1820.7755498358288,5.126839952270014,1.0
545,Well_no_28,3875,6675,3050.09,0.06427,20.765381769771885,7835043.997,Sandy shale,2.5669282942986555,3047.3560296266046,23.83746841962852,1548.802241806005,6.1575177754977615,0.6667
546,Well_no_28,3875,6675,3050.59,0.13719,70.82799824343121,7183931.392999997,Shaly sandstone,1.6342445759447963,4311.880303748915,29.5869988712428,1240.0301302888713,2.5129365773040178,0.3333
547,Well_no_28,3875,6675,3051.09,0.14075,81.73699040537173,7202836.162000001,Shaly sandstone,2.2594803551394507,3027.803104738838,18.2874747530814,1541.2715482305914,6.461562123173056,0.3333
548,Well_no_28,3875,6675,3051.59,0.14609,144.78087868496658,7306081.304,Sandstone,1.6568275737024718,4682.998975861125,32.174116905446176,1579.7177619572667,4.134626808492847,0.0
549,Well_no_28,3875,6675,3052.09,0.15134,139.56953364164096,7087569.808248796,Sandstone,2.16799968888226,2586.220827607405,19.079162466720373,1765.411019558595,4.9830224285110605,0.0
550,Well_no_28,3875,6675,3052.59,0.15325,138.58998210685135,7215664.326,Sandstone,2.13622230374316,3658.273503078556,26.56986824522143,1648.396501703737,4.876112332549867,0.0
551,Well_no_28,3875,6675,3053.09,0.14859,133.48096852089594,6993905.18,Sandstone,1.974855927419413,3284.6239569083564,25.26695615995017,1663.3638525496729,4.705962363845384,0.0
552,Well_no_28,3875,6675,3053.59,0.15063,131.10152232510058,7266154.9,Sandstone,2.4823039364824897,3162.3813115020253,24.8246666623484,1707.7275368423618,7.5111955664706525,0.0
553,Well_no_28,3875,6675,3054.09,0.15569,155.7996499984268,7250532.187000001,Sandstone,2.170947441412047,3482.419077678828,24.09682678895545,1683.782222539039,5.428482427773049,0.0
554,Well_no_28,3875,6675,3054.59,0.16759,228.28342873574428,6958366.257,Sandstone,1.6121284841764936,3985.514245550977,28.05224692678737,1747.1324808004754,4.482975177576535,0.0
555,Well_no_28,3875,6675,3055.09,0.0657,38.488862017764156,8011037.669,Sandy shale,3.0946459757048954,2505.178118177149,23.34291140504275,1687.4414821731964,10.211339163488477,0.6667
556,Well_no_28,3875,6675,3055.59,,,7457201.852999999,Sandstone,2.3140674623358635,3535.7918117811187,25.63497684543693,1719.0478840207163,6.668192933078959,0.0
557,Well_no_28,3875,6675,3056.09,0.1238,,7040054.036,Shaly sandstone,1.8957079192592832,3472.605520280709,22.86032113415329,,,0.3333
558,Well_no_28,3875,6675,3056.59,0.13062,65.60812074625734,7182168.244,Shaly sandstone,2.2632524616109304,2919.896962092908,21.760584630223217,1612.1775227900073,4.704206943337159,0.3333
559,Well_no_28,3875,6675,3057.09,0.1334,78.19649237304064,7091338.682,Shaly sandstone,2.0381536391380632,3913.732479229746,31.21901464794107,1522.7593960681204,5.706351764221282,0.3333
560,Well_no_29,1425,1825,3056.4,,,7128532.921,Shaly sandstone,1.8467466619814523,3864.533511006978,30.37681463463484,1627.0151406800835,4.888667630102964,0.3333
561,Well_no_29,1425,1825,3056.9,0.14188,84.31056659521168,6949172.339,Shaly sandstone,2.177517232824521,3350.375453464201,21.64156595013543,1765.6742304989637,6.957123399712935,0.3333
562,Well_no_29,1425,1825,3057.4,0.14227,101.46113609713343,7462644.834,Shaly sandstone,1.860297895138366,4446.213598383675,33.57417721522736,1670.8326741577623,4.626717126776417,0.3333
563,Well_no_29,1425,1825,3057.9,0.14219,99.16630445706507,7186307.056,Sandstone,1.6149144773709485,4222.122679493275,32.97638792454209,1653.292385333502,5.735058172826112,0.0
564,Well_no_29,1425,1825,3058.4,0.14618,145.02550560752448,7396851.194,Sandstone,2.20636478873608,3255.412039392657,20.999120792158543,1564.6067625391222,8.107823957035615,0.0
565,Well_no_29,1425,1825,3058.9,0.14159,109.01466910068976,7167369.187587229,Sandstone,2.078796761884333,3890.2257744240815,21.57770495719939,1785.533392874646,6.495064585956937,0.0
566,Well_no_29,1425,1825,3059.4,0.1494599999999999,137.4588182403192,7174373.602999999,Sandstone,2.1687783170559936,3471.7188649775617,26.892594283363056,1706.9945669083884,4.328471245576101,0.0
567,Well_no_29,1425,1825,3059.9,0.14994,130.78815109123727,7239873.038,Sandstone,1.7970906371875033,4342.811435601145,28.99043154306972,1535.4976366711069,5.815548020097089,0.0
568,Well_no_29,1425,1825,3060.4,,,7103210.799,Sandstone,1.6273281136159985,3979.58038511377,30.94794723993243,1663.9294924364758,4.505520461375377,0.0
569,Well_no_29,1425,1825,3060.9,0.15728,197.57136828162925,7040537.632999999,Sandstone,2.044152066039129,4178.639745340265,25.427279805763803,1619.1467983325394,6.276202760937233,0.0
570,Well_no_29,1425,1825,3061.4,,,6935878.077000001,Sandstone,1.681106709515145,4149.421335739147,28.944786657663823,1727.7707548621524,5.219184844431399,0.0
571,Well_no_29,1425,1825,3061.9,,,7878512.331,Shale,1.9825790308443032,3887.6792707852173,29.964798824158763,1692.534099168077,5.681770330412946,1.0
572,Well_no_29,1425,1825,3062.4,0.04564,44.382540299567935,7980257.64,Shale,1.997777261425012,4574.30519556674,33.861723261527644,1689.133555892399,6.6032086257563485,1.0
573,Well_no_29,1425,1825,3062.9,0.09904,56.782872178668086,7574536.234,Shaly sandstone,1.6156141597819023,4588.681101468889,34.01836246016597,1582.691306313577,5.4147125747704665,0.3333
574,Well_no_29,1425,1825,3063.4,0.10953,36.93797028714217,7375819.307,Shaly sandstone,1.7173931988392968,4550.040422612517,35.55496443760707,1657.01023719405,3.4242984708918773,0.3333
575,Well_no_29,1425,1825,3063.9,0.11279,46.46329651254916,7464131.2820000015,Shaly sandstone,1.826146071204087,4420.672061293197,34.08424454349453,1665.835770156477,5.466919789889449,0.3333
576,Well_no_29,1425,1825,3064.4,0.05608,48.75725705348946,7983696.442000003,Shale,1.4274609419353037,6179.653015566985,40.75903991304299,1658.485451152956,3.813167233670992,1.0
577,Well_no_29,1425,1825,3064.9,0.05446,59.462488268213356,7699745.426,Shale,1.5269052992005447,5434.509770488339,35.73473037970317,1539.3646370238016,4.595829042411244,1.0
578,Well_no_29,1425,1825,3065.4,0.1342,90.45247232032303,7106578.482999999,Sandstone,1.8917473776320006,3555.7541248317048,23.91809495125596,1552.491498776905,4.616820415166508,0.0
579,Well_no_29,1425,1825,3065.9,0.12999,82.70398966156363,7111615.2310000025,Shaly sandstone,2.038695138220924,3666.31358236322,23.338858599935712,1560.9350206289903,5.28599030910153,0.3333
40,Well_no_3,7725,8275,3055.92,,,7279665.002,Sandstone,,,22.186285952420917,,5.979633750388711,0.0
41,Well_no_3,7725,8275,3056.42,0.13865,92.32182709703548,7282760.121,Sandstone,2.099587586231344,3483.745651990657,23.64403021051417,1608.8932585178884,6.539248372603757,0.0
42,Well_no_3,7725,8275,3056.92,0.14321,110.20111439491652,7062904.66,Sandstone,1.8004756581054049,3965.350116341911,32.60810338536536,1691.501154071922,4.796213767717425,0.0
43,Well_no_3,7725,8275,3057.42,0.15489,143.2063823936661,7161996.766,Sandstone,1.7899207807265654,3679.198597574569,24.2292668016278,1741.5460709176666,6.606055676278994,0.0
44,Well_no_3,7725,8275,3057.92,0.15449,125.64348273681463,7376326.212999999,Sandstone,2.037831024440575,3937.494988198527,27.5014537052364,1740.5555046664729,5.101164239139512,0.0
45,Well_no_3,7725,8275,3058.42,,,7242941.81,Sandstone,1.9527260424840995,3859.9803680186888,28.96573110114972,1615.687549295357,5.357853119554052,0.0
46,Well_no_3,7725,8275,3058.92,0.0588,49.71874019291857,7703029.980279202,Shale,1.4221704711882215,5175.863293790469,38.099322357070335,1772.7220435096924,2.7990673731780147,1.0
47,Well_no_3,7725,8275,3059.42,0.06577,54.037127968049475,7862608.344,Shale,2.45273584502939,3971.482557726624,38.68620217146032,1591.900258150333,4.7299707558078925,1.0
48,Well_no_3,7725,8275,3059.92,0.13237,69.82047966512101,7488273.0989999985,Shaly sandstone,2.323401597782488,2787.594641681219,24.10749099413156,1616.579069349867,8.14030300938885,0.3333
49,Well_no_3,7725,8275,3060.42,0.13166,78.20863188783076,7494265.92,Sandstone,1.789915704481592,4098.635042050413,32.16342938513925,1736.4888574046508,5.397300273721352,0.0
50,Well_no_3,7725,8275,3060.92,0.13224,84.55530343614508,7247639.69,Shaly sandstone,1.9613866096604404,3825.247508204557,26.08334722057828,1669.128620311029,5.985948469813152,0.3333
51,Well_no_3,7725,8275,3061.42,0.14442,,7223813.876,Shaly sandstone,,4514.923244052122,,,4.543025256583364,0.3333
52,Well_no_3,7725,8275,3061.92,0.13808,79.32154529616331,7208889.982999999,Shaly sandstone,2.129888845186989,3380.93166541274,24.346118135584177,1584.4998926997134,6.039278491154194,0.3333
53,Well_no_3,7725,8275,3062.42,0.14484,121.2621408988877,7174056.28,Sandstone,2.0369639096178647,3912.721194068738,22.74898354005284,1779.6283990800048,6.451222034432367,0.0
54,Well_no_3,7725,8275,3062.92,0.14267,101.3862119145392,7064035.727000001,Sandstone,1.850146680529584,3690.429928016848,25.46740341933321,1620.1809454529612,5.972958551558127,0.0
55,Well_no_3,7725,8275,3063.42,0.14503,89.41488739911652,7118049.692000003,Sandstone,1.7973768563808523,3862.7258321347476,26.81803252755211,1554.7304122080077,5.584654415111643,0.0
56,Well_no_3,7725,8275,3063.92,0.14668,128.74747680996603,6967210.076,Sandstone,2.162342016186551,2950.022691306549,18.8180708885336,1802.3911156380627,7.547009542375807,0.0
57,Well_no_3,7725,8275,3064.42,0.05132,84.59990588202135,7925076.582,Sandstone,1.8034369027982824,4277.1314428175765,32.7862041706517,1663.1626215124445,5.6478684544637385,0.0
58,Well_no_3,7725,8275,3064.92,0.04992,48.69506917682552,7630241.47,Shale,1.896912291975995,4412.593564810384,36.93474503233294,1701.4603053791784,5.826465115672746,1.0
59,Well_no_3,7725,8275,3065.42,0.05008,51.49281089939559,7654922.429,Shale,1.7886936289920154,4090.7120261232185,29.93186482208384,1737.7383756531772,5.401380151555232,1.0
580,Well_no_30,5075,6875,3048.04,,120.9801842270659,6916195.132,Sandstone,1.7227545495054604,3875.2435377290863,26.203414904905724,1642.9809302378171,4.712601869726445,0.0
581,Well_no_30,5075,6875,3048.54,0.15513,179.14259597687496,7170399.027616748,Sandstone,2.1630716556377285,3253.1617813571265,22.89192052422795,1716.0060344726603,3.807743567001384,0.0
582,Well_no_30,5075,6875,3049.04,,,7212157.096,Sandstone,2.287258206656669,2601.624819455883,24.625603583126,1648.9726696660846,6.219308641479767,0.0
583,Well_no_30,5075,6875,3049.54,0.16415,250.0748875883904,6922761.409,Sandstone,1.39905288605953,3499.2316218008195,17.1308736680771,1636.7336321142984,4.733558346809819,0.0
584,Well_no_30,5075,6875,3050.04,0.16582,209.8627215327019,7120412.339,Sandstone,1.9597270535596705,2972.5345340689973,28.090425334885825,1576.8168780270703,6.319961398850974,0.0
585,Well_no_30,5075,6875,3050.54,0.16228,171.3708209307657,6761099.111000001,Sandstone,1.6823366866469895,4180.978406832391,25.405846752753853,1674.685062442676,4.877594096422335,0.0
586,Well_no_30,5075,6875,3051.04,,266.29554750762804,6631638.798,Sandstone,2.1870886741335487,3526.534280475212,27.199605887498144,1705.761945689489,5.666860199876836,0.0
587,Well_no_30,5075,6875,3051.54,0.17313,,,Sandstone,,3845.367625219105,,1645.7875372094393,6.492803004540647,0.0
588,Well_no_30,5075,6875,3052.04,0.17212,256.38470502245735,6870542.61,Sandstone,1.5379137659342592,4672.633021135629,32.83682831179636,1713.769416334953,4.207753472104891,0.0
589,Well_no_30,5075,6875,3052.54,0.17509,261.1459285805105,6911135.061000003,Sandstone,2.084715531437356,2751.8527985779933,22.93451270682848,1799.3574673462338,5.346971936721619,0.0
590,Well_no_30,5075,6875,3053.04,0.17931,263.0440583374386,7022185.073,Sandstone,1.7453810015061844,3845.384481657908,25.80891712389038,1713.7013817526638,6.302609246934702,0.0
591,Well_no_30,5075,6875,3053.54,0.17962,224.45863655498744,6987309.53,Sandstone,1.729070990225286,4075.395621525237,28.71787980296224,1634.0870139804983,5.663848729784149,0.0
592,Well_no_30,5075,6875,3054.04,0.18112,314.0434009140875,6971655.622,Sandstone,2.5253036935928197,2860.525167070863,20.663560688878288,1514.1291442476236,6.025274352159308,0.0
593,Well_no_30,5075,6875,3054.54,0.06913,28.141203756044526,7724602.819,Sandy shale,2.9044580302892578,2456.7127213430067,21.10553116647268,1559.398612641426,7.519882194850367,0.6667
594,Well_no_30,5075,6875,3055.04,0.06964,22.41586914258907,7743790.895,Sandy shale,3.5014051290533184,1727.7800603789676,13.482309715922849,1627.079970699744,8.777009933325965,0.6667
595,Well_no_30,5075,6875,3055.54,0.10829,30.975170870209823,7338830.193,Shaly sandstone,1.6999149755622762,3797.347062385303,29.806279045311943,1627.7934332944612,4.504284194283025,0.3333
596,Well_no_30,5075,6875,3056.04,0.07593,36.55315771509502,7561834.325,Sandy shale,2.58179193365244,2737.149702032304,19.342755453946985,1641.8075626789237,7.68322034646317,0.6667
597,Well_no_30,5075,6875,3056.54,0.07259,,7763584.408,Sandy shale,3.3336350520244578,,,1908.7173174183024,10.151843309053216,0.6667
598,Well_no_30,5075,6875,3057.04,0.12257,53.12777864174784,7432487.241,Shaly sandstone,2.1048543237292185,3656.586276423047,23.78428650741772,1663.1018599193162,6.98482210083775,0.3333
599,Well_no_30,5075,6875,3057.54,0.12659,60.56964100261958,7308552.089,Shaly sandstone,2.119886386790776,3093.6909024626707,25.225080623046495,1678.5234057280704,5.5353246954257385,0.3333
600,Well_no_31,3175,3825,3048.44,,,7473385.183539408,Sandstone,3.3499427979347955,2743.5249829778804,25.21478270704721,1785.9782636968482,5.235176783781884,0.0
